Shoulder_Angle,Elbow_Angle,Hip_Angle,Knee_Angle,Ankle_Angle,Shoulder_Ground_Angle,Elbow_Ground_Angle,Hip_Ground_Angle,Knee_Ground_Angle,Ankle_Ground_Angle,Label
167.5271459018053,168.02683637219278,179.3421126232246,178.4152920657386,88.1690606876544,167.53365424060024,168.71152187394608,178.91317410239606,179.86955303754877,90.94578177885678,pull Up
168.0083460971991,168.09804544355035,179.004587559715,178.3632830916367,88.27899286712363,167.476027153192,168.1347586616434,179.08720231380596,179.40077308684008,90.77950846843963,pull Up
168.0375295063319,168.069563445165,178.99060232541697,178.31893159122004,88.2967645806843,167.657084889453,168.10575746618136,179.0228150933796,179.35282742277707,90.76947241405084,pull Up
168.44137340186037,168.40750074677598,178.88114011572748,178.31962008957936,88.29620821393019,167.61743564819963,167.77690670364456,178.85689204805544,179.3434726706686,90.69567358155474,pull Up
168.55158691119337,168.5230790113533,178.82759146855432,178.4168355886294,88.24222404197475,167.615919271773,167.65715146615457,178.71106229037727,179.41678848177187,90.6858707842366,pull Up
168.40994772642907,168.42999488213883,179.24028554390642,178.22685926590626,88.02679463786163,167.90420542446648,167.46847839855366,178.05886903474158,179.45530159127367,90.44786947737657,pull Up
168.98441838131976,168.7932813898457,179.08557141886138,178.33378808358924,87.88485914581815,167.83388889346492,167.31244665264518,178.02486422089413,179.42141766113238,90.43504731655347,pull Up
169.17680379520206,168.92665501714808,179.13380824278423,178.42981181502878,87.70384696767697,168.07017081133174,167.44395221033588,177.86228595402002,179.4065740934666,90.38103326743334,pull Up
169.1673327577107,169.07721814772802,179.23422803840032,178.5960748208165,87.47832523999229,169.3133399998406,169.37102176128053,177.61055292323354,179.02388007660448,89.99077117349012,pull Up
169.75428180145332,169.12315201322596,178.73646340223547,178.79895051588,87.16672313684536,170.06787024647562,169.8898261683341,176.9262200996214,178.56199819750944,89.47725230666528,pull Up
169.53803637849978,168.8634105839849,178.72069029340716,178.94819517749275,86.97217499249727,170.0965461421241,169.68485462252772,176.65784015602972,178.19386299841983,89.09345881981378,pull Up
169.6363346815612,168.99073782185494,178.85335885749666,178.83401197515167,86.97082139485072,170.05101603909694,169.43125721433773,176.921277061807,178.2021905808921,89.25967310343417,pull Up
169.6133413339146,169.1512602514404,179.1450386686082,178.72906891362993,86.94682825490169,170.03735012815858,169.41989051420973,177.03140868431242,178.32854350466687,89.37464634768246,pull Up
170.17416279974432,169.8549382986891,179.66894129806283,178.6563555793407,86.68483857740698,169.6139891343026,168.95043621477876,177.27961857423352,178.42442041750908,89.45815011434034,pull Up
170.29578871319617,170.26641071575528,179.8082996461919,178.66634888628715,86.43669582343585,169.47009547967886,168.64740242313061,177.25704528190053,178.52641120501178,89.48747438037702,pull Up
170.35541887565702,170.57970902394024,179.24714694204326,178.6392597589816,86.17192637707639,169.4383926189837,168.73247775305973,176.9591289187585,178.9816253998373,89.56728100420455,pull Up
170.57893727089478,171.04147904986309,179.02360545359497,178.86107506431605,86.01756275269963,169.60698432294117,169.137693551549,176.8708058410617,178.9627489123386,89.42900299563101,pull Up
170.5049356115949,170.7950939063833,179.24597730582545,178.95074354848293,86.2469593466087,169.4850786977269,169.15948463366723,176.87748097583219,179.17287657268847,89.53238932882046,pull Up
170.54368576275576,170.8928933148762,179.0337441952712,178.92059477629306,86.25019860348992,169.43126807050348,169.23921090154667,176.78158245998435,179.0561193285508,89.300599840042,pull Up
170.8242629683031,170.9746711358705,179.31250348028846,179.20889112023522,86.17077513587347,169.25639860312936,169.54126116642007,176.7452202967948,179.32616525237006,89.33963851921506,pull Up
170.97868675936846,171.0806107522954,179.50951500032062,179.12365138930613,86.37661654912333,169.50919803414203,170.14787098121147,176.91045605939803,179.32735085746333,89.37980439952867,pull Up
171.03426798923752,171.65055554877762,179.76240136239272,179.60345270367765,86.22824098863369,170.3650305516479,171.07241690065166,176.9353666656353,179.32316766493673,89.37875109659909,pull Up
171.2761883251064,172.4995216375248,179.85285617345517,179.8330756152974,86.1404577848728,170.9717020077149,172.28672919809085,176.97097969761407,179.3388532566688,89.3903939950386,pull Up
171.5706690941551,172.9019544900749,179.9485688274689,179.97069523015912,86.13476303334693,171.73964771871275,173.77295395172416,177.00890832826906,179.31589044825301,89.38941352218468,pull Up
171.6055392702147,173.3567382464742,179.83570087993985,179.81631968916648,86.32440986329868,172.0268633449801,174.23177818733512,177.0318168052906,179.09331956068016,89.24710872574369,pull Up
171.95491113054308,174.12086072028364,179.58750977656004,179.58298996833585,86.42713379649165,172.6677976851798,175.27489599893332,176.95449331642666,179.18991058049156,89.26260320272438,pull Up
171.98094698825483,174.19357844063484,179.56897278293184,179.52940238748022,86.47132527157918,173.2962180393938,176.50415996544808,177.00806012624454,179.26119879637196,89.3671750476964,pull Up
172.056074456931,174.3573408273509,179.55217344369765,179.3205398735866,86.68768865188655,173.70280683953644,177.04242186654022,176.9765922726315,179.3447360829691,89.41311692468774,pull Up
172.2279247536227,175.0242931997467,179.34057603696036,179.30173417871276,86.65092840421863,173.599352817592,177.23664231831535,176.88973568641723,179.79925447034483,89.72830496694314,pull Up
172.4653816074199,175.33336199786726,179.36278143628886,179.24150187776797,86.71576029900827,173.38896982283964,176.9912700767501,176.88118131634113,179.88167566034858,89.76638809185178,pull Up
172.73835372243397,175.79485687613195,179.23634262967366,179.02918898699176,86.86926796615542,173.22698627108767,176.99187693823765,176.8695514142711,179.8997834264274,89.91123598962895,pull Up
172.42239770310482,175.96600441064555,178.0898379688153,178.36816713830464,86.89677680549237,173.59393827649637,176.94626596914893,176.37917098713177,179.60005218468692,89.96084654494862,pull Up
172.44716938272674,176.0119566335186,178.18133682145253,178.47935866757607,86.84136325693079,173.5884662156359,177.00265571203474,176.15542755688972,179.4417703504855,89.9659095400167,pull Up
172.40530832246736,175.82150935324523,178.2726790197645,178.6806772790418,86.70043487551054,173.00675794627273,176.8571647931799,176.3644888517078,179.49841053772548,89.9008449068977,pull Up
172.40238985512593,175.8824571790376,178.35889660512873,178.86149240848238,86.6065321286559,173.26275711125788,177.8598240015123,176.70163590221688,179.8315888549337,89.51542201893204,pull Up
172.30774315405804,175.88013053384512,178.38469441382088,178.80018623292324,86.67330709716308,172.90508980469755,177.58727322119717,176.83069053590586,179.749552897971,89.53340646400152,pull Up
172.3562911810901,175.96463534591254,178.39163470755915,178.67189546355905,86.81255803995853,172.66285044381954,177.33982500574467,177.01942253511126,179.80231941781562,89.73476909815409,pull Up
172.48883453595903,175.75352981085354,178.29434113521353,178.43674690624923,87.05238608536338,172.65303338397266,177.2006327605192,177.0600117565085,179.7917250518662,89.84854268165572,pull Up
172.3966487115722,175.72621989704854,178.32839008849209,178.36889606375297,87.16756357450602,172.8941360977481,177.64713801614624,177.06277834050388,179.97959001294674,90.11562871868459,pull Up
172.03120567982134,175.44708290364602,177.75130812560744,177.98506460500573,87.27148106486631,173.2929664717197,177.74399949667404,176.82457515828838,179.9649461784444,90.12006478206864,pull Up
171.86331476655775,175.13294582376648,177.58504248733732,178.05454907234582,87.19905735875273,173.69093983077764,177.98330314461873,176.87329558820107,179.77718857170666,90.40917057513853,pull Up
171.9777491542639,175.36494965589256,177.65669953114084,178.26048215680095,87.0736145219137,173.8718820094518,178.0121195656173,176.95357013186614,179.9136178835319,90.39444918641816,pull Up
171.85728539369666,175.3369616258135,177.64985184881922,178.19688417568696,87.13113151616031,174.07102454932877,178.30657236002938,177.10299901848134,179.99763595874052,90.55935696936224,pull Up
171.86534939322593,175.61185343742204,177.6841707981661,178.22192780048314,87.1376031940558,174.47580395136706,178.82924174336821,177.14413653393729,179.7688605948972,90.52108561596985,pull Up
171.799718024764,175.70611839291414,177.75504075247807,178.55454260994426,86.9201389284624,174.61772378312983,178.93532366241948,176.9772082591033,179.93020581089436,90.59900986671903,pull Up
172.391340999947,176.3696585267685,177.96005102277593,178.9569027534361,86.67479432556327,174.7869061304746,179.1044006440671,176.91580450661928,179.95485566942736,90.69410294587375,pull Up
173.03298345959044,176.9906837036436,178.22329630785808,179.28175275985512,86.47790229259122,174.88965975768411,179.17751483976508,176.86020854122532,179.7048950354863,90.90997980561852,pull Up
172.89442509318343,176.84411696881898,178.1471978847431,179.26493011273436,86.4604712709546,174.91137377613182,179.32098844773682,176.89040488553758,179.74440674622122,90.93458228727418,pull Up
172.94366993569014,176.96005937571144,178.0015821531166,179.17554155969933,86.4519935655843,174.96516433762505,179.32987115475018,176.874148526143,179.77978535384696,90.95344600952666,pull Up
173.11682010219891,176.92023875108868,178.1131308586631,179.32113194063535,86.36816870656635,174.99260052866856,179.33585460951997,176.9143650850554,179.78667389882648,90.9904447007062,pull Up
173.23994586487115,177.12036992532933,178.13751078930193,179.20712733615326,86.49013208285719,174.88619836405664,179.04238215941126,177.0615689253434,179.96220363646012,90.92641069045546,pull Up
172.88760798555208,175.48311590847732,168.31779721635172,123.04221205377283,41.397536275905786,170.33104497171183,177.12795286893203,168.88492287011258,138.37301439531265,121.2436690526083,pull Up
170.9344503486663,172.7719747234935,170.96671902696008,83.1423984391322,1.5357898307411024,167.04200501961355,174.97852434386638,171.6453566813945,150.71579133133082,110.68584391261004,pull Up
174.18780527387264,177.57659168524978,167.40581685830043,103.93099928844038,22.694291688297245,169.0306638964835,176.34196357426652,169.78852293536943,124.33645390257728,135.34822524073005,pull Up
173.8866646828006,173.2330929523509,167.96902876544195,103.32469550039741,20.648191094986593,167.37870065800396,173.52243441485422,171.71202577962134,138.72673913850582,122.76687101179625,pull Up
171.4821836872898,170.3389905227677,168.84587949505237,126.55883759094297,43.129447231578446,166.2112494928202,171.449051576196,170.20280944735268,130.78965631690826,129.52384616572795,pull Up
172.96839487332943,168.75360400590193,167.1041687969842,151.28335619398297,68.06240974136963,163.93483010892106,168.990308345425,170.04181846630507,134.2850684788276,125.8229599598822,pull Up
172.05468392007506,166.37542389702227,164.90578724308065,152.67091071016455,71.50042966379802,159.7505720162408,164.32513919445535,169.55809063553656,141.91652137941338,117.22081768675085,pull Up
171.61314130024357,164.50371135509906,165.14591551946037,152.8142669390379,71.03483135637293,156.84618484972904,160.9593542870869,169.40294114788634,141.3510942391528,117.17918193919206,pull Up
169.80607977724688,161.9686696227308,165.88982183908408,153.64462090186996,71.11513306867457,152.07926013169143,153.69427564201982,168.2782160452605,143.18647940208456,114.88129800401256,pull Up
