Shoulder_Angle,Elbow_Angle,Hip_Angle,Knee_Angle,Ankle_Angle,Shoulder_Ground_Angle,Elbow_Ground_Angle,Hip_Ground_Angle,Knee_Ground_Angle,Ankle_Ground_Angle,Label
164.3876072813362,152.52350235598328,179.5293106825889,158.582621439067,102.11052167693214,145.33588025651525,139.15165930788794,164.50370751497312,143.93856330162225,112.13705108670874,pull Up
165.94863284289343,155.14695007470004,168.71598099580257,162.15194556305477,76.06865821697403,144.15887293227422,142.52228282647056,167.59062519057454,141.16588670713878,116.37864653202783,pull Up
162.72985875475922,149.73461972082478,164.29505824653933,150.87083804879913,69.00692692365052,138.38453143449394,133.5028830103995,164.946896592264,140.21380966727813,115.65088291866066,pull Up
159.25043480390852,146.447454412147,165.81188288321107,149.25296501750452,66.8744656574526,135.71493457572092,130.33716714366435,165.95583373709928,139.6748332210292,117.01718198842904,pull Up
155.40439789682281,141.6941014015246,166.4628449925305,149.46994600081595,66.40143110657547,128.70105956379743,122.82867788271113,166.38515458838035,140.51610385103623,116.27666297473404,pull Up
151.62487190764833,136.9158972602862,165.1137309678307,148.968864194263,66.54718316202816,117.2554663561715,110.64092048283695,166.58456202072253,141.08861802987582,115.61789119075816,pull Up
143.75817160292547,128.47293028048796,165.33816125638327,149.1800972647188,66.487617658169,105.70287005966634,97.34289153354337,166.91036411817618,140.84390100633473,116.18451646767238,pull Up
133.6676649192873,117.64114402218118,165.22086145797712,149.07023393860683,66.48342509891117,93.90608242161488,85.45308671534164,166.3170511713014,140.81273831072093,115.64937943219506,pull Up
119.56711318639054,103.01524095427072,164.6712570473671,149.53328927563837,67.31387317815542,82.35313881598286,74.38765773585239,167.07605852411376,141.17019434188228,115.95257469945635,pull Up
102.04653792462308,82.94788398576554,164.2984120356411,148.06660559326778,66.1577693619342,71.46186533233517,64.77028474990719,167.38236778826345,142.68317230326141,114.75020173130119,pull Up
85.20050015587013,64.86591307762299,164.49876081633806,148.0860854245649,65.98056651144744,60.579428956705236,54.72236331571064,166.69095305094146,142.84259943773765,114.15794510366716,pull Up
70.20243529091884,49.716818480143935,164.3599920650406,148.87988110143868,66.78408212272831,51.46598487771255,46.20207723495323,166.58258547854211,142.4624899699248,114.47894066425467,pull Up
61.948559427081406,40.77850961180583,163.95694448979836,146.96717407885168,65.01448129912181,46.96880052706933,42.12722981808841,166.66454308762042,142.2968537853372,114.49951736321879,pull Up
52.836035584554324,31.90003539314928,162.98603089420152,144.9378020120247,63.69988887596944,40.96024412561298,37.22737851292406,167.3816731342409,141.74385399153928,115.43463217487182,pull Up
47.258642205684666,27.171401149408194,162.51504535228756,145.10396142015887,64.28681818544847,34.36868755439429,33.49532478845657,167.64045225808403,142.44105474579635,114.60473117195367,pull Up
43.179160870058475,23.07261276948603,161.9661752759704,146.0320022166101,65.57532532981321,29.921465119215295,31.14644406644673,167.66007581858136,141.97413007164118,114.89681283585051,pull Up
42.02835666248841,21.734929830975222,161.90640336151716,146.26241265559437,65.631932024147,25.34369549017062,29.059757116560323,167.91621260334537,141.42094266585866,115.54920618106792,pull Up
39.57507815236923,19.33911139323839,161.91145756220413,146.16936654061874,65.63713345168658,23.107525262582953,28.146219101992603,168.00565804139043,141.08733596418003,115.81987342353786,pull Up
39.507180471130305,19.49217551806919,161.73883436355254,145.6619279386505,65.14039792837482,22.441208286792126,28.268203218568573,168.3451067665729,142.3632735309248,114.65134675798575,pull Up
39.85582448840585,20.056053871537543,161.8581655569314,146.51060792489417,65.78386483697297,22.680184080619597,28.677558724640463,168.46601981084626,143.06858723493477,113.96624427188469,pull Up
41.325778855983614,21.940556537654736,161.99474696198607,148.02053059988057,67.05201533298795,24.26135507467522,30.016222980996982,168.7127090536384,143.22736871546698,113.94615656422496,pull Up
42.08798003285149,22.535991492576077,161.95095646691323,148.0381381202806,66.81439262402056,25.96879296538335,31.597598589678334,168.76996659655228,142.94083880961185,114.22759438593012,pull Up
42.921173180438004,23.042991333224105,162.45179144723883,149.62154146155154,67.8591946961045,27.21029044538408,32.03873912340345,168.22845674270658,142.7028910855274,113.99001019104911,pull Up
47.81484572753297,26.945312787448078,163.04782338500112,147.02625022164037,64.4254736132503,32.454651949813176,35.25993982427866,168.79791787831365,143.3965007654319,113.85185757765117,pull Up
54.259931739362635,33.06636025829169,163.25654578022358,147.4369743848223,64.66725934116897,39.88767536658552,39.68618829029824,169.29361629175986,144.14714501498528,113.6402802870037,pull Up
63.80652431793326,42.29978592594477,163.20978091722426,147.5445098609111,64.98606478462901,48.75308731416593,45.59241111803667,169.3725016415484,144.0764736195081,113.84511004075853,pull Up
72.03829792727163,51.353628062002564,163.4351001518719,151.489862388921,68.94128465553867,55.109651293127456,50.535292658058694,169.70692322546103,146.14775117901104,112.34877837324446,pull Up
85.99855071209122,65.2280159387188,163.48414682240505,150.82155901229422,68.34152358025564,63.01866747297792,58.14783644294523,170.38681221094865,146.9840566227998,112.22651821251877,pull Up
101.34795341470245,81.12167236582985,163.8702640761596,150.45411103529574,67.79852503105845,71.25374135391787,65.41658503251273,170.1034386935034,145.22820624330978,113.92323081049757,pull Up
111.48915506641029,91.79186395115073,164.35787581011942,150.19103266168287,67.30009194109742,80.78706255445321,75.03917009625233,170.00293903872037,145.5232536151772,113.57872839874868,pull Up
123.0691801848754,103.545616415501,164.74596978721215,149.83129195379811,66.66180567075845,89.78453652240057,83.47363472171318,169.78439267971774,145.30251775419006,113.68649866024553,pull Up
133.75609316568077,114.7509243405064,165.21518859384577,148.28609012186652,64.90805610341796,104.09828272632856,97.220216158277,169.44437773556544,145.06237484123605,113.73116200650324,pull Up
144.81769311961048,126.27651549911357,165.38343878613662,150.2420135896865,66.72762656443187,114.71638624604088,108.10386359707384,169.75154583531935,145.64851580914615,113.42898347280189,pull Up
149.78209140883098,130.7237820797763,165.71810358221012,151.04820131189098,67.27676960752804,119.07401312967335,112.8735729027395,169.8212493287437,144.84475183106707,114.22360276367756,pull Up
154.92480622069792,136.50496532049937,166.05304584099625,152.94516060908379,68.86870361540527,125.2719140119882,119.66892967607963,170.28774291352437,145.49238068391315,114.01035847455269,pull Up
158.86869972982316,141.30438134865852,166.06650466099074,153.8751344993344,69.9290730279334,130.93500943257862,125.9236558450162,170.69548814231007,144.42069782438227,115.43883927712952,pull Up
162.47507465628217,145.74655298410082,165.75160766494108,154.72269333582227,70.9916950126578,139.20024066693992,136.28728374975552,171.24543510876967,145.74409556106656,114.57617726276962,pull Up
164.52475730800023,149.10068314087508,165.84805166216964,156.66242440137896,72.8451980676057,143.39878574630498,142.45122770519845,171.744947428531,145.8743146079063,114.9553329857881,pull Up
166.88905281770323,153.3411067257513,165.78287810266642,157.37029676829778,73.72604509726807,144.75630738321524,144.17453528802437,171.83139280583814,143.89536561226555,117.0400497576198,pull Up
169.6616569188933,157.8255109663059,165.83413908265163,158.90299602866497,75.19478969112025,148.36311780699992,148.86126380120746,171.9930268851255,142.33848196899692,118.66639052296522,pull Up
171.422189512131,160.82124127235508,165.9121240795679,158.0397047895094,74.3142219892304,150.99288074620762,152.13581946872355,172.59303735593156,144.46440707175844,117.11580865820405,pull Up
173.10488050229574,164.08604376414726,166.10594334489758,159.41237400678864,75.52185478724697,154.19396833347253,157.6071636869682,172.98236895453547,143.270579915165,118.68590283462744,pull Up
179.3919014507017,178.9768771929639,173.7873854836828,177.85794861256196,88.39511620957924,168.69157087263105,176.84978150094852,179.6599377394806,170.9204371335803,99.58311148036606,pull Up
179.06482456858515,179.32563187676521,174.78091734605982,178.64590453676567,89.18128826258855,171.65556634996094,179.86013880712073,178.8341589657492,176.96812354912032,95.58587034388817,pull Up
178.7043093131502,179.3056029545564,175.3270324093751,178.0568577282719,88.3759289232705,172.3665073980343,178.99903217974125,178.60038251052313,178.13902591240128,94.77670607795703,pull Up
178.33123544627026,179.29117324211606,175.53467859367478,179.0882650769529,89.31091460601384,173.2950661673694,178.469314670891,179.2143167283642,177.96402351226897,94.37965267436465,pull Up
177.79524673817386,179.7865339329577,175.71663593891864,179.73522986027368,89.85373461001588,173.15916764578722,178.9214862452143,179.31142734476435,177.164773082356,95.05739136013281,pull Up
176.35628070272452,177.39052113967287,175.84301040492568,179.53072356105005,89.53237840642711,172.5869468047115,179.9223192509275,179.26193271653887,177.4008879945318,94.90481431748825,pull Up
175.24314453373623,176.020020720873,175.94180053785607,179.56916722781986,89.50971192861023,171.54769889516876,178.02341418096202,179.6564835883236,177.37836575906616,94.73933844696772,pull Up
174.37641499631766,175.46199811522587,176.06408250169957,179.60870109821005,89.43048910329223,170.79168156874672,177.20271427646227,179.13603395143213,178.9289043511226,93.73060079619675,pull Up
172.6445398017989,172.72535558602175,176.46639816473734,179.7441094634651,89.64239555440678,170.29709993389412,177.0153727541903,178.80583210971906,178.8541715532593,94.10901049873188,pull Up
171.32852918224657,170.18064579157968,176.66815176969774,179.53996926252648,89.52195013843983,168.21467648211902,173.74608147721656,178.60735024433757,177.8752013513784,95.25938787773188,pull Up
170.10490540116302,167.8844614419994,177.14862376346295,178.390094060356,90.18381481845697,164.99034147621015,168.85331975279894,178.52008226353377,178.10009616570608,95.03282609939956,pull Up
168.59680967344124,164.69760147337763,177.3444461869406,177.98048022337076,90.20941581794052,161.7118292616561,164.25611142593218,178.47312604505208,178.0074157035261,94.9538272503882,pull Up
167.7748117795949,162.29785669778866,177.1543678604246,176.95099343755743,91.02967337446302,159.0217399612129,160.04463977552408,178.6170531677823,177.45266334047128,95.29667856116058,pull Up
166.93775220030523,159.78219737779153,176.46095408902568,177.12829799475935,90.92948566417577,155.25915547376263,154.7540111795023,178.72715427718992,179.88813942068148,92.70350841691814,pull Up
166.02426014279018,157.24531264515488,175.9795135244443,177.2365336535533,90.71346972590842,151.35594099094993,149.87594213196542,178.68262559169438,179.04151244518434,91.63152418295516,pull Up
162.6507201103592,152.1575554834778,175.63779345826478,177.67734267458158,90.35443146241751,145.7203600622328,143.32288104124873,179.08847645282455,179.21088851831954,91.41122081686727,pull Up
160.1572086416434,148.10546069209374,175.31849886072717,178.02656967596513,90.0499163564657,140.1987821555184,136.38811274302856,179.59158592344633,179.3388990035272,91.06605468059095,pull Up
157.50981894912888,144.8204151959381,175.1921943955105,178.42739340960404,89.65687365291906,134.26148969043652,129.72875782997332,179.99968251004864,179.59516495397654,90.97109046019078,pull Up
152.84110216471672,139.1494070529133,174.99556783728187,179.25195888490268,88.82129104458427,127.47884195274881,121.70614374970559,179.19456925395357,179.26981268048618,91.31818297784642,pull Up
148.6992337657672,133.67790880004046,174.64656620915824,179.3306779878219,88.70863310779349,117.24146408032578,110.1031569850643,178.7395636555864,178.51688756497867,91.64574801853864,pull Up
140.5080323469886,124.76667880407322,174.47087782793926,179.9556193408346,88.00543434752431,102.47937552323128,94.11864620605753,178.74079441308663,178.6204740507468,91.58519765612368,pull Up
128.64196944035672,112.25139129385911,173.97339492315461,179.5736627953514,87.75830016500774,90.84722347526386,82.19716403013416,178.68927805222913,178.63904025943455,91.56455969295654,pull Up
111.15287018140836,93.68205610668952,173.9533777137769,179.3268317782676,87.403843009829,79.28837336216196,70.49220776077739,178.53602129792776,178.6952206753308,91.42016698365255,pull Up
89.80979909990741,72.18864779336523,174.01030168856892,179.0357122306498,87.13144030056175,70.45976725753144,62.00186778141744,178.1066019742369,179.02117242194097,90.75770601132335,pull Up
74.18099592022313,55.72661578923148,174.24211064484277,178.2519273691617,86.228201506632,60.56522762753205,52.31943316317845,177.62983227893358,179.03645138899648,90.48208895106016,pull Up
64.2616296368973,44.81778753500148,173.87286388005367,178.35412205171212,86.29516893251275,53.32263139097728,45.70623300275767,177.4573087123813,178.911655099492,90.38029042690263,pull Up
54.94681953234282,34.70377650176742,173.5869441770733,178.05021284404074,86.02125046116461,45.145291096932894,38.73125572975087,177.09673192573493,178.65162602064896,90.29919696061765,pull Up
49.22808795894472,27.367217509553438,172.7565750398715,177.4930551643786,85.73851747567788,38.51698153306934,34.21477878844899,177.14745419429303,178.3759922543154,90.48364141800009,pull Up
44.25895072671669,20.042235644464814,172.16057973176606,177.45343481206535,85.90624534680319,30.965550574702267,29.83952946174141,178.27677043182035,178.77166866135414,90.54726297906215,pull Up
40.27943268796973,16.394324585278074,171.87175832056542,177.6501115674447,86.10948756228268,25.98528278153958,28.158230311039485,179.08936091529657,179.2032966447042,90.39204629474263,pull Up
36.0741233198504,13.695799163487843,171.9140044102411,178.2384356271039,86.43651414262312,23.326165312717098,27.434272823019548,178.86360417814956,178.965938226105,90.37455448139113,pull Up
34.059724061385154,13.093755574511404,172.07958831519562,177.56475245786532,85.65447792068593,21.504823446062346,26.600549943993663,178.57591454250127,179.1600789096753,90.00069432036635,pull Up
31.791446459552635,12.754801084064297,172.35368874898947,177.25727302344018,85.19947385545994,20.505746645978256,25.991250487231365,178.15371034112826,179.3262690610737,89.50293464826802,pull Up
31.692234969005604,13.02722832428771,172.37466359662727,177.20741576676514,84.97441561089641,20.121986429259973,25.758673739385653,177.92736690886608,179.50962665262279,89.17006803577029,pull Up
31.676454747342948,13.081578876595518,172.2548179897383,177.2862813683186,85.05132756961001,20.02839311769337,25.867308759966594,177.99723239101993,179.52535406440373,89.1097103188921,pull Up
32.29341237907419,13.76189483007035,172.09649039828994,177.46242679128872,85.20772268181187,20.925590216681332,26.51333406590021,177.96762960747347,179.48313284870088,88.95712720236973,pull Up
34.170236328306146,15.035262592514067,171.93591787692313,177.2397674644356,84.95959144870855,21.80830080716861,27.258446518565634,178.05878676205074,179.5158737610955,88.8940897891127,pull Up
34.02824335531812,15.073179348599892,172.28415518536136,177.34110972526133,84.93675449625904,22.94393835136853,26.61929474287173,177.9685404157559,179.40340393411944,88.88861778811705,pull Up
36.555449369889246,17.857207211535954,172.29499289450962,177.59187891976094,84.93773390029331,25.899090417430177,27.63387420425747,177.59098743747788,179.10038939562736,88.80446396834832,pull Up
44.40957052392359,24.638505165510836,172.67921083501486,177.91547380271913,84.8492839525845,31.739692405466474,31.91561392577427,177.35567961433324,178.7579564912628,88.75944123406465,pull Up
51.09678405363456,30.801153454634743,172.8145062871146,178.0562642982975,84.77485514269814,38.35018586880795,36.85030278037269,177.28362270506216,178.7788089839845,88.60229433683499,pull Up
59.51227514247068,38.41502755037446,173.18549781925876,178.53970086907327,84.96689615705269,45.82193439597516,42.421893082696414,177.2574973881536,178.71275576880913,88.63349439368535,pull Up
69.00941299286248,48.372297206796645,173.1361588958671,178.26159225355826,84.82750116520417,51.929264229843085,47.031931365689154,177.90179065956275,179.36109774499283,88.36929243442621,pull Up
81.68232267089195,61.142839134743745,173.21752945314196,178.59946390699434,85.05163253710545,59.18537715036477,53.722410321833124,178.26421752893978,179.7930257782811,88.12991511862583,pull Up
102.96759442511168,83.44536670199221,173.13749055367134,178.28970108352897,84.84904477133922,72.06945292210035,66.04019450661765,178.1397060255888,179.37570149903877,88.42951350004442,pull Up
113.93539253544675,94.74584555555049,173.01921372511018,178.2244015440471,84.96577731420822,81.54656743153568,74.8063672759894,178.30591643956896,178.97985347936802,88.79121740581272,pull Up
125.87842912384119,107.09103262416218,173.1338700724309,178.7442110810038,85.4892667745381,85.41854118233441,78.04539728010677,178.28116357113313,178.8454859282862,88.93306147051246,pull Up
136.07168055456108,117.41130258964907,172.990162281506,178.62392573848499,85.50457982264277,94.77590569094491,87.65094356470614,178.49749897034275,179.09977916003135,88.84334866541661,pull Up
144.51999540917916,125.88159902216665,172.80792445924732,178.81433291469068,85.82824441465539,104.52291762811345,97.60842783490699,178.73411550501828,179.2925974788628,88.79877038149762,pull Up
150.77810839077216,133.28034935455744,172.94672880778958,179.06971635023856,86.18026666520538,115.62512977002785,109.07161415792919,178.78754076961448,179.2224426287434,88.89690097219926,pull Up
156.05829753616456,139.8400576392449,173.15547590340404,179.63151737710172,86.69834857292362,124.30741979110482,117.39434711737589,178.97686318291508,178.95500928643597,89.41413979804621,pull Up
161.73589792349105,156.264859380986,170.43337717712112,174.31858943400673,88.57975977890855,175.18653422607397,169.26660892176912,176.20655142952907,179.3608790782812,91.42178536261176,pull Up
159.72156832862598,155.32287957226467,170.76792489749192,174.25922879113403,89.23766211065391,174.51946960888964,168.99450832415667,179.63278511548566,179.33276253526105,92.95057107829794,pull Up
155.71054157575722,152.94352955549093,177.0063333928779,179.89225975285024,91.0011473566648,174.89144772181857,167.9903818291655,177.82809569659625,179.63996004093715,92.24351470590598,pull Up
151.69638268184912,149.12931579318158,177.13233741638064,179.5295534239626,92.34395273082278,174.70652414655993,165.9153698644675,175.82713985124687,178.78643373294724,92.54905353283853,pull Up
146.0295346276471,143.76216698893666,177.8966831103951,179.50872313547268,93.06903935058276,173.93812315340773,162.06397964889007,176.11507176085192,178.5332709848852,91.86944676116532,pull Up
138.80260015663362,136.1609897564028,179.5202456711056,177.52004851458418,93.17926796605732,169.10032451126304,156.47141145305838,174.17424457098065,179.27213638903254,91.56619278738977,pull Up
130.29944450147528,128.53974742648134,178.50974260428094,176.3963846211462,94.46208540783121,165.22225222888102,150.53769666588806,173.547549045676,178.39324170549557,92.39858854443236,pull Up
112.95033475196517,110.83998784742445,179.03230455377224,177.8985699227186,94.57213319195114,155.72826025896055,139.3204502006802,173.93136908669467,178.82734184941592,93.23245186927983,pull Up
93.1858027727062,89.8067701592027,179.97430079859552,179.89943888231258,93.94279385016429,140.0777335847442,121.51338172221372,174.02120315247953,178.9331519637409,93.79528202336174,pull Up
